case,problem,num_cores,makespan,baseline_makespan,speedup,source,source_n,plan
case_037,1,1,210001,210001,1.0,self,1,results/final_plans_mono/p1/n1/case_037_multicore_res.json
case_037,1,2,105374,210001,1.9929,self,2,results/final_plans_mono/p1/n2/case_037_multicore_res.json
case_037,1,3,74038,210001,2.8364,self,3,results/final_plans_mono/p1/n3/case_037_multicore_res.json
case_037,1,4,53320,210001,3.9385,self,4,results/final_plans_mono/p1/n4/case_037_multicore_res.json
case_037,1,5,43013,210001,4.8823,self,5,results/final_plans_mono/p1/n5/case_037_multicore_res.json
case_037,2,1,210001,210001,1.0,self,1,results/final_plans_mono/p2/n1/case_037_multicore_res.json
case_037,2,2,105374,210001,1.9929,self,2,results/final_plans_mono/p2/n2/case_037_multicore_res.json
case_037,2,3,74038,210001,2.8364,self,3,results/final_plans_mono/p2/n3/case_037_multicore_res.json
case_037,2,4,53320,210001,3.9385,self,4,results/final_plans_mono/p2/n4/case_037_multicore_res.json
case_037,2,5,43013,210001,4.8823,self,5,results/final_plans_mono/p2/n5/case_037_multicore_res.json
case_037,3,1,210001,210001,1.0,self,1,results/final_plans_mono/p3/n1/case_037_multicore_res.json
case_037,3,2,105374,210001,1.9929,self,2,results/final_plans_mono/p3/n2/case_037_multicore_res.json
case_037,3,3,74038,210001,2.8364,self,3,results/final_plans_mono/p3/n3/case_037_multicore_res.json
case_037,3,4,53320,210001,3.9385,self,4,results/final_plans_mono/p3/n4/case_037_multicore_res.json
case_037,3,5,43013,210001,4.8823,self,5,results/final_plans_mono/p3/n5/case_037_multicore_res.json
case_038,1,1,1364555,1364555,1.0,self,1,results/final_plans_mono/p1/n1/case_038_multicore_res.json
case_038,1,2,679097,1364555,2.0094,self,2,results/final_plans_mono/p1/n2/case_038_multicore_res.json
case_038,1,3,460870,1364555,2.9608,self,3,results/final_plans_mono/p1/n3/case_038_multicore_res.json
case_038,1,4,345585,1364555,3.9485,self,4,results/final_plans_mono/p1/n4/case_038_multicore_res.json
case_038,1,5,275584,1364555,4.9515,self,5,results/final_plans_mono/p1/n5/case_038_multicore_res.json
case_038,2,1,1364555,1364555,1.0,self,1,results/final_plans_mono/p2/n1/case_038_multicore_res.json
case_038,2,2,679097,1364555,2.0094,self,2,results/final_plans_mono/p2/n2/case_038_multicore_res.json
case_038,2,3,461374,1364555,2.9576,self,3,results/final_plans_mono/p2/n3/case_038_multicore_res.json
case_038,2,4,345585,1364555,3.9485,self,4,results/final_plans_mono/p2/n4/case_038_multicore_res.json
case_038,2,5,275584,1364555,4.9515,self,5,results/final_plans_mono/p2/n5/case_038_multicore_res.json
case_038,3,1,1363312,1364555,1.0009,self,1,results/final_plans_mono/p3/n1/case_038_multicore_res.json
case_038,3,2,678831,1364555,2.0102,self,2,results/final_plans_mono/p3/n2/case_038_multicore_res.json
case_038,3,3,460965,1364555,2.9602,self,3,results/final_plans_mono/p3/n3/case_038_multicore_res.json
case_038,3,4,344211,1364555,3.9643,self,4,results/final_plans_mono/p3/n4/case_038_multicore_res.json
case_038,3,5,271662,1364555,5.023,self,5,results/final_plans_mono/p3/n5/case_038_multicore_res.json
case_039,1,1,1435262,1435262,1.0,self,1,results/final_plans_mono/p1/n1/case_039_multicore_res.json
case_039,1,2,692660,1435262,2.0721,self,2,results/final_plans_mono/p1/n2/case_039_multicore_res.json
case_039,1,3,485565,1435262,2.9559,self,3,results/final_plans_mono/p1/n3/case_039_multicore_res.json
case_039,1,4,395323,1435262,3.6306,self,4,results/final_plans_mono/p1/n4/case_039_multicore_res.json
case_039,1,5,327297,1435262,4.3852,self,5,results/final_plans_mono/p1/n5/case_039_multicore_res.json
case_039,2,1,1435262,1435262,1.0,self,1,results/final_plans_mono/p2/n1/case_039_multicore_res.json
case_039,2,2,708561,1435262,2.0256,self,2,results/final_plans_mono/p2/n2/case_039_multicore_res.json
case_039,2,3,485565,1435262,2.9559,self,3,results/final_plans_mono/p2/n3/case_039_multicore_res.json
case_039,2,4,395265,1435262,3.6311,self,4,results/final_plans_mono/p2/n4/case_039_multicore_res.json
case_039,2,5,327297,1435262,4.3852,self,5,results/final_plans_mono/p2/n5/case_039_multicore_res.json
case_039,3,1,1435262,1435262,1.0,self,1,results/final_plans_mono/p3/n1/case_039_multicore_res.json
case_039,3,2,705615,1435262,2.0341,self,2,results/final_plans_mono/p3/n2/case_039_multicore_res.json
case_039,3,3,483226,1435262,2.9702,self,3,results/final_plans_mono/p3/n3/case_039_multicore_res.json
case_039,3,4,368055,1435262,3.8996,self,4,results/final_plans_mono/p3/n4/case_039_multicore_res.json
case_039,3,5,327297,1435262,4.3852,self,5,results/final_plans_mono/p3/n5/case_039_multicore_res.json
case_040,1,1,253454,253454,1.0,self,1,results/final_plans_mono/p1/n1/case_040_multicore_res.json
case_040,1,2,185290,253454,1.3679,self,2,results/final_plans_mono/p1/n2/case_040_multicore_res.json
case_040,1,3,156610,253454,1.6184,self,3,results/final_plans_mono/p1/n3/case_040_multicore_res.json
case_040,1,4,154465,253454,1.6409,self,4,results/final_plans_mono/p1/n4/case_040_multicore_res.json
case_040,1,5,154465,253454,1.6409,embed_from_4,4,results/final_plans_mono/p1/n5/case_040_multicore_res.json
case_040,2,1,253454,253454,1.0,self,1,results/final_plans_mono/p2/n1/case_040_multicore_res.json
case_040,2,2,135293,253454,1.8734,self,2,results/final_plans_mono/p2/n2/case_040_multicore_res.json
case_040,2,3,128195,253454,1.9771,self,3,results/final_plans_mono/p2/n3/case_040_multicore_res.json
case_040,2,4,102570,253454,2.471,self,4,results/final_plans_mono/p2/n4/case_040_multicore_res.json
case_040,2,5,102570,253454,2.471,embed_from_4,4,results/final_plans_mono/p2/n5/case_040_multicore_res.json
case_040,3,1,253454,253454,1.0,self,1,results/final_plans_mono/p3/n1/case_040_multicore_res.json
case_040,3,2,135291,253454,1.8734,self,2,results/final_plans_mono/p3/n2/case_040_multicore_res.json
case_040,3,3,127473,253454,1.9883,self,3,results/final_plans_mono/p3/n3/case_040_multicore_res.json
case_040,3,4,106160,253454,2.3875,self,4,results/final_plans_mono/p3/n4/case_040_multicore_res.json
case_040,3,5,106160,253454,2.3875,embed_from_4,4,results/final_plans_mono/p3/n5/case_040_multicore_res.json
case_041,1,1,6003957,6003957,1.0,self,1,results/final_plans_mono/p1/n1/case_041_multicore_res.json
case_041,1,2,2986534,6003957,2.0103,self,2,results/final_plans_mono/p1/n2/case_041_multicore_res.json
case_041,1,3,1994174,6003957,3.0107,self,3,results/final_plans_mono/p1/n3/case_041_multicore_res.json
case_041,1,4,1496957,6003957,4.0108,self,4,results/final_plans_mono/p1/n4/case_041_multicore_res.json
case_041,1,5,1193573,6003957,5.0302,self,5,results/final_plans_mono/p1/n5/case_041_multicore_res.json
case_041,2,1,6003957,6003957,1.0,self,1,results/final_plans_mono/p2/n1/case_041_multicore_res.json
case_041,2,2,2986534,6003957,2.0103,self,2,results/final_plans_mono/p2/n2/case_041_multicore_res.json
case_041,2,3,1994174,6003957,3.0107,self,3,results/final_plans_mono/p2/n3/case_041_multicore_res.json
case_041,2,4,1496957,6003957,4.0108,self,4,results/final_plans_mono/p2/n4/case_041_multicore_res.json
case_041,2,5,1193573,6003957,5.0302,self,5,results/final_plans_mono/p2/n5/case_041_multicore_res.json
case_041,3,1,6001575,6003957,1.0004,self,1,results/final_plans_mono/p3/n1/case_041_multicore_res.json
case_041,3,2,2981380,6003957,2.0138,self,2,results/final_plans_mono/p3/n2/case_041_multicore_res.json
case_041,3,3,1990580,6003957,3.0162,self,3,results/final_plans_mono/p3/n3/case_041_multicore_res.json
case_041,3,4,1493320,6003957,4.0205,self,4,results/final_plans_mono/p3/n4/case_041_multicore_res.json
case_041,3,5,1191841,6003957,5.0375,self,5,results/final_plans_mono/p3/n5/case_041_multicore_res.json
case_042,1,1,1686740,1686740,1.0,self,1,results/final_plans_mono/p1/n1/case_042_multicore_res.json
case_042,1,2,842623,1686740,2.0018,self,2,results/final_plans_mono/p1/n2/case_042_multicore_res.json
case_042,1,3,577743,1686740,2.9195,self,3,results/final_plans_mono/p1/n3/case_042_multicore_res.json
case_042,1,4,434592,1686740,3.8812,self,4,results/final_plans_mono/p1/n4/case_042_multicore_res.json
case_042,1,5,359995,1686740,4.6855,self,5,results/final_plans_mono/p1/n5/case_042_multicore_res.json
case_042,2,1,1686740,1686740,1.0,self,1,results/final_plans_mono/p2/n1/case_042_multicore_res.json
case_042,2,2,842623,1686740,2.0018,self,2,results/final_plans_mono/p2/n2/case_042_multicore_res.json
case_042,2,3,577743,1686740,2.9195,self,3,results/final_plans_mono/p2/n3/case_042_multicore_res.json
case_042,2,4,434592,1686740,3.8812,self,4,results/final_plans_mono/p2/n4/case_042_multicore_res.json
case_042,2,5,355514,1686740,4.7445,self,5,results/final_plans_mono/p2/n5/case_042_multicore_res.json
case_042,3,1,1675633,1686740,1.0066,self,1,results/final_plans_mono/p3/n1/case_042_multicore_res.json
case_042,3,2,840543,1686740,2.0067,self,2,results/final_plans_mono/p3/n2/case_042_multicore_res.json
case_042,3,3,576523,1686740,2.9257,self,3,results/final_plans_mono/p3/n3/case_042_multicore_res.json
case_042,3,4,434480,1686740,3.8822,self,4,results/final_plans_mono/p3/n4/case_042_multicore_res.json
case_042,3,5,351874,1686740,4.7936,self,5,results/final_plans_mono/p3/n5/case_042_multicore_res.json
case_043,1,1,677656,677656,1.0,self,1,results/final_plans_mono/p1/n1/case_043_multicore_res.json
case_043,1,2,397971,677656,1.7028,self,2,results/final_plans_mono/p1/n2/case_043_multicore_res.json
case_043,1,3,303961,677656,2.2294,self,3,results/final_plans_mono/p1/n3/case_043_multicore_res.json
case_043,1,4,246558,677656,2.7485,self,4,results/final_plans_mono/p1/n4/case_043_multicore_res.json
case_043,1,5,234354,677656,2.8916,self,5,results/final_plans_mono/p1/n5/case_043_multicore_res.json
case_043,2,1,677656,677656,1.0,self,1,results/final_plans_mono/p2/n1/case_043_multicore_res.json
case_043,2,2,327858,677656,2.0669,self,2,results/final_plans_mono/p2/n2/case_043_multicore_res.json
case_043,2,3,230016,677656,2.9461,self,3,results/final_plans_mono/p2/n3/case_043_multicore_res.json
case_043,2,4,205499,677656,3.2976,self,4,results/final_plans_mono/p2/n4/case_043_multicore_res.json
case_043,2,5,184250,677656,3.6779,self,5,results/final_plans_mono/p2/n5/case_043_multicore_res.json
case_043,3,1,677656,677656,1.0,self,1,results/final_plans_mono/p3/n1/case_043_multicore_res.json
case_043,3,2,327792,677656,2.0673,self,2,results/final_plans_mono/p3/n2/case_043_multicore_res.json
case_043,3,3,229480,677656,2.953,self,3,results/final_plans_mono/p3/n3/case_043_multicore_res.json
case_043,3,4,204676,677656,3.3109,self,4,results/final_plans_mono/p3/n4/case_043_multicore_res.json
case_043,3,5,171690,677656,3.947,self,5,results/final_plans_mono/p3/n5/case_043_multicore_res.json
case_044,1,1,154407,154407,1.0,self,1,results/final_plans_mono/p1/n1/case_044_multicore_res.json
case_044,1,2,96401,154407,1.6017,self,2,results/final_plans_mono/p1/n2/case_044_multicore_res.json
case_044,1,3,96401,154407,1.6017,embed_from_2,2,results/final_plans_mono/p1/n3/case_044_multicore_res.json
case_044,1,4,96401,154407,1.6017,embed_from_2,2,results/final_plans_mono/p1/n4/case_044_multicore_res.json
case_044,1,5,96401,154407,1.6017,embed_from_2,2,results/final_plans_mono/p1/n5/case_044_multicore_res.json
case_044,2,1,154407,154407,1.0,self,1,results/final_plans_mono/p2/n1/case_044_multicore_res.json
case_044,2,2,43959,154407,3.5125,self,2,results/final_plans_mono/p2/n2/case_044_multicore_res.json
case_044,2,3,43959,154407,3.5125,embed_from_2,2,results/final_plans_mono/p2/n3/case_044_multicore_res.json
case_044,2,4,43959,154407,3.5125,embed_from_2,2,results/final_plans_mono/p2/n4/case_044_multicore_res.json
case_044,2,5,43959,154407,3.5125,embed_from_2,2,results/final_plans_mono/p2/n5/case_044_multicore_res.json
case_044,3,1,107814,154407,1.4322,self,1,results/final_plans_mono/p3/n1/case_044_multicore_res.json
case_044,3,2,43910,154407,3.5164,self,2,results/final_plans_mono/p3/n2/case_044_multicore_res.json
case_044,3,3,43910,154407,3.5164,embed_from_2,2,results/final_plans_mono/p3/n3/case_044_multicore_res.json
case_044,3,4,40054,154407,3.855,self,4,results/final_plans_mono/p3/n4/case_044_multicore_res.json
case_044,3,5,40054,154407,3.855,embed_from_4,4,results/final_plans_mono/p3/n5/case_044_multicore_res.json
case_045,1,1,125614,125614,1.0,self,1,results/final_plans_mono/p1/n1/case_045_multicore_res.json
case_045,1,2,63059,125614,1.992,self,2,results/final_plans_mono/p1/n2/case_045_multicore_res.json
case_045,1,3,42601,125614,2.9486,self,3,results/final_plans_mono/p1/n3/case_045_multicore_res.json
case_045,1,4,31878,125614,3.9405,self,4,results/final_plans_mono/p1/n4/case_045_multicore_res.json
case_045,1,5,26088,125614,4.815,self,5,results/final_plans_mono/p1/n5/case_045_multicore_res.json
case_045,2,1,125614,125614,1.0,self,1,results/final_plans_mono/p2/n1/case_045_multicore_res.json
case_045,2,2,63059,125614,1.992,self,2,results/final_plans_mono/p2/n2/case_045_multicore_res.json
case_045,2,3,42601,125614,2.9486,self,3,results/final_plans_mono/p2/n3/case_045_multicore_res.json
case_045,2,4,31878,125614,3.9405,self,4,results/final_plans_mono/p2/n4/case_045_multicore_res.json
case_045,2,5,26088,125614,4.815,self,5,results/final_plans_mono/p2/n5/case_045_multicore_res.json
case_045,3,1,125614,125614,1.0,self,1,results/final_plans_mono/p3/n1/case_045_multicore_res.json
case_045,3,2,63059,125614,1.992,self,2,results/final_plans_mono/p3/n2/case_045_multicore_res.json
case_045,3,3,42601,125614,2.9486,self,3,results/final_plans_mono/p3/n3/case_045_multicore_res.json
case_045,3,4,31878,125614,3.9405,self,4,results/final_plans_mono/p3/n4/case_045_multicore_res.json
case_045,3,5,26088,125614,4.815,self,5,results/final_plans_mono/p3/n5/case_045_multicore_res.json
case_046,1,1,276455,276455,1.0,self,1,results/final_plans_mono/p1/n1/case_046_multicore_res.json
case_046,1,2,151992,276455,1.8189,self,2,results/final_plans_mono/p1/n2/case_046_multicore_res.json
case_046,1,3,133707,276455,2.0676,self,3,results/final_plans_mono/p1/n3/case_046_multicore_res.json
case_046,1,4,115384,276455,2.396,self,4,results/final_plans_mono/p1/n4/case_046_multicore_res.json
case_046,1,5,115384,276455,2.396,embed_from_4,4,results/final_plans_mono/p1/n5/case_046_multicore_res.json
case_046,2,1,276455,276455,1.0,self,1,results/final_plans_mono/p2/n1/case_046_multicore_res.json
case_046,2,2,105718,276455,2.615,self,2,results/final_plans_mono/p2/n2/case_046_multicore_res.json
case_046,2,3,105663,276455,2.6164,self,3,results/final_plans_mono/p2/n3/case_046_multicore_res.json
case_046,2,4,92005,276455,3.0048,self,4,results/final_plans_mono/p2/n4/case_046_multicore_res.json
case_046,2,5,92005,276455,3.0048,embed_from_4,4,results/final_plans_mono/p2/n5/case_046_multicore_res.json
case_046,3,1,244994,276455,1.1284,self,1,results/final_plans_mono/p3/n1/case_046_multicore_res.json
case_046,3,2,105718,276455,2.615,self,2,results/final_plans_mono/p3/n2/case_046_multicore_res.json
case_046,3,3,102704,276455,2.6918,self,3,results/final_plans_mono/p3/n3/case_046_multicore_res.json
case_046,3,4,85582,276455,3.2303,self,4,results/final_plans_mono/p3/n4/case_046_multicore_res.json
case_046,3,5,85582,276455,3.2303,embed_from_4,4,results/final_plans_mono/p3/n5/case_046_multicore_res.json
case_047,1,1,326508,326508,1.0,self,1,results/final_plans_mono/p1/n1/case_047_multicore_res.json
case_047,1,2,326273,326508,1.0007,self,2,results/final_plans_mono/p1/n2/case_047_multicore_res.json
case_047,1,3,161112,326508,2.0266,self,3,results/final_plans_mono/p1/n3/case_047_multicore_res.json
case_047,1,4,154972,326508,2.1069,self,4,results/final_plans_mono/p1/n4/case_047_multicore_res.json
case_047,1,5,137150,326508,2.3807,self,5,results/final_plans_mono/p1/n5/case_047_multicore_res.json
case_047,2,1,326508,326508,1.0,self,1,results/final_plans_mono/p2/n1/case_047_multicore_res.json
case_047,2,2,156922,326508,2.0807,self,2,results/final_plans_mono/p2/n2/case_047_multicore_res.json
case_047,2,3,122587,326508,2.6635,self,3,results/final_plans_mono/p2/n3/case_047_multicore_res.json
case_047,2,4,113671,326508,2.8724,self,4,results/final_plans_mono/p2/n4/case_047_multicore_res.json
case_047,2,5,102458,326508,3.1867,self,5,results/final_plans_mono/p2/n5/case_047_multicore_res.json
case_047,3,1,326508,326508,1.0,self,1,results/final_plans_mono/p3/n1/case_047_multicore_res.json
case_047,3,2,156919,326508,2.0807,self,2,results/final_plans_mono/p3/n2/case_047_multicore_res.json
case_047,3,3,122464,326508,2.6662,self,3,results/final_plans_mono/p3/n3/case_047_multicore_res.json
case_047,3,4,112730,326508,2.8964,self,4,results/final_plans_mono/p3/n4/case_047_multicore_res.json
case_047,3,5,99665,326508,3.2761,self,5,results/final_plans_mono/p3/n5/case_047_multicore_res.json
case_048,1,1,222220,222220,1.0,self,1,results/final_plans_mono/p1/n1/case_048_multicore_res.json
case_048,1,2,214615,222220,1.0354,self,2,results/final_plans_mono/p1/n2/case_048_multicore_res.json
case_048,1,3,202773,222220,1.0959,self,3,results/final_plans_mono/p1/n3/case_048_multicore_res.json
case_048,1,4,202773,222220,1.0959,embed_from_3,3,results/final_plans_mono/p1/n4/case_048_multicore_res.json
case_048,1,5,202773,222220,1.0959,embed_from_3,3,results/final_plans_mono/p1/n5/case_048_multicore_res.json
case_048,2,1,222220,222220,1.0,self,1,results/final_plans_mono/p2/n1/case_048_multicore_res.json
case_048,2,2,159142,222220,1.3964,self,2,results/final_plans_mono/p2/n2/case_048_multicore_res.json
case_048,2,3,149061,222220,1.4908,self,3,results/final_plans_mono/p2/n3/case_048_multicore_res.json
case_048,2,4,146560,222220,1.5162,self,4,results/final_plans_mono/p2/n4/case_048_multicore_res.json
case_048,2,5,146560,222220,1.5162,embed_from_4,4,results/final_plans_mono/p2/n5/case_048_multicore_res.json
case_048,3,1,222220,222220,1.0,self,1,results/final_plans_mono/p3/n1/case_048_multicore_res.json
case_048,3,2,159138,222220,1.3964,self,2,results/final_plans_mono/p3/n2/case_048_multicore_res.json
case_048,3,3,149071,222220,1.4907,self,3,results/final_plans_mono/p3/n3/case_048_multicore_res.json
case_048,3,4,142969,222220,1.5543,self,4,results/final_plans_mono/p3/n4/case_048_multicore_res.json
case_048,3,5,142969,222220,1.5543,embed_from_4,4,results/final_plans_mono/p3/n5/case_048_multicore_res.json
case_049,1,1,196276,196276,1.0,self,1,results/final_plans_mono/p1/n1/case_049_multicore_res.json
case_049,1,2,171171,196276,1.1467,self,2,results/final_plans_mono/p1/n2/case_049_multicore_res.json
case_049,1,3,122860,196276,1.5976,self,3,results/final_plans_mono/p1/n3/case_049_multicore_res.json
case_049,1,4,78438,196276,2.5023,self,4,results/final_plans_mono/p1/n4/case_049_multicore_res.json
case_049,1,5,74787,196276,2.6245,self,5,results/final_plans_mono/p1/n5/case_049_multicore_res.json
case_049,2,1,196276,196276,1.0,self,1,results/final_plans_mono/p2/n1/case_049_multicore_res.json
case_049,2,2,100467,196276,1.9536,self,2,results/final_plans_mono/p2/n2/case_049_multicore_res.json
case_049,2,3,81125,196276,2.4194,self,3,results/final_plans_mono/p2/n3/case_049_multicore_res.json
case_049,2,4,61217,196276,3.2062,self,4,results/final_plans_mono/p2/n4/case_049_multicore_res.json
case_049,2,5,59412,196276,3.3036,self,5,results/final_plans_mono/p2/n5/case_049_multicore_res.json
case_049,3,1,196276,196276,1.0,self,1,results/final_plans_mono/p3/n1/case_049_multicore_res.json
case_049,3,2,100433,196276,1.9543,self,2,results/final_plans_mono/p3/n2/case_049_multicore_res.json
case_049,3,3,81123,196276,2.4195,self,3,results/final_plans_mono/p3/n3/case_049_multicore_res.json
case_049,3,4,60474,196276,3.2456,self,4,results/final_plans_mono/p3/n4/case_049_multicore_res.json
case_049,3,5,58817,196276,3.3371,self,5,results/final_plans_mono/p3/n5/case_049_multicore_res.json
case_050,1,1,149690,149690,1.0,self,1,results/final_plans_mono/p1/n1/case_050_multicore_res.json
case_050,1,2,117878,149690,1.2699,self,2,results/final_plans_mono/p1/n2/case_050_multicore_res.json
case_050,1,3,71842,149690,2.0836,self,3,results/final_plans_mono/p1/n3/case_050_multicore_res.json
case_050,1,4,61002,149690,2.4539,self,4,results/final_plans_mono/p1/n4/case_050_multicore_res.json
case_050,1,5,60066,149690,2.4921,self,5,results/final_plans_mono/p1/n5/case_050_multicore_res.json
case_050,2,1,149690,149690,1.0,self,1,results/final_plans_mono/p2/n1/case_050_multicore_res.json
case_050,2,2,80347,149690,1.863,self,2,results/final_plans_mono/p2/n2/case_050_multicore_res.json
case_050,2,3,55518,149690,2.6962,self,3,results/final_plans_mono/p2/n3/case_050_multicore_res.json
case_050,2,4,43625,149690,3.4313,self,4,results/final_plans_mono/p2/n4/case_050_multicore_res.json
case_050,2,5,43625,149690,3.4313,embed_from_4,4,results/final_plans_mono/p2/n5/case_050_multicore_res.json
case_050,3,1,149690,149690,1.0,self,1,results/final_plans_mono/p3/n1/case_050_multicore_res.json
case_050,3,2,80346,149690,1.8631,self,2,results/final_plans_mono/p3/n2/case_050_multicore_res.json
case_050,3,3,55445,149690,2.6998,self,3,results/final_plans_mono/p3/n3/case_050_multicore_res.json
case_050,3,4,43605,149690,3.4329,self,4,results/final_plans_mono/p3/n4/case_050_multicore_res.json
case_050,3,5,43605,149690,3.4329,embed_from_4,4,results/final_plans_mono/p3/n5/case_050_multicore_res.json
case_051,1,1,607628,607628,1.0,self,1,results/final_plans_mono/p1/n1/case_051_multicore_res.json
case_051,1,2,607628,607628,1.0,embed_from_1,1,results/final_plans_mono/p1/n2/case_051_multicore_res.json
case_051,1,3,549836,607628,1.1051,self,3,results/final_plans_mono/p1/n3/case_051_multicore_res.json
case_051,1,4,533409,607628,1.1391,self,4,results/final_plans_mono/p1/n4/case_051_multicore_res.json
case_051,1,5,491857,607628,1.2354,self,5,results/final_plans_mono/p1/n5/case_051_multicore_res.json
case_051,2,1,607628,607628,1.0,self,1,results/final_plans_mono/p2/n1/case_051_multicore_res.json
case_051,2,2,607628,607628,1.0,embed_from_1,1,results/final_plans_mono/p2/n2/case_051_multicore_res.json
case_051,2,3,484407,607628,1.2544,self,3,results/final_plans_mono/p2/n3/case_051_multicore_res.json
case_051,2,4,345402,607628,1.7592,self,4,results/final_plans_mono/p2/n4/case_051_multicore_res.json
case_051,2,5,345402,607628,1.7592,embed_from_4,4,results/final_plans_mono/p2/n5/case_051_multicore_res.json
case_051,3,1,607628,607628,1.0,self,1,results/final_plans_mono/p3/n1/case_051_multicore_res.json
case_051,3,2,607628,607628,1.0,embed_from_1,1,results/final_plans_mono/p3/n2/case_051_multicore_res.json
case_051,3,3,486166,607628,1.2498,self,3,results/final_plans_mono/p3/n3/case_051_multicore_res.json
case_051,3,4,344572,607628,1.7634,self,4,results/final_plans_mono/p3/n4/case_051_multicore_res.json
case_051,3,5,344572,607628,1.7634,embed_from_4,4,results/final_plans_mono/p3/n5/case_051_multicore_res.json
case_052,1,1,180301,180301,1.0,self,1,results/final_plans_mono/p1/n1/case_052_multicore_res.json
case_052,1,2,88782,180301,2.0308,self,2,results/final_plans_mono/p1/n2/case_052_multicore_res.json
case_052,1,3,62271,180301,2.8954,self,3,results/final_plans_mono/p1/n3/case_052_multicore_res.json
case_052,1,4,49871,180301,3.6153,self,4,results/final_plans_mono/p1/n4/case_052_multicore_res.json
case_052,1,5,37926,180301,4.754,self,5,results/final_plans_mono/p1/n5/case_052_multicore_res.json
case_052,2,1,180301,180301,1.0,self,1,results/final_plans_mono/p2/n1/case_052_multicore_res.json
case_052,2,2,71775,180301,2.512,self,2,results/final_plans_mono/p2/n2/case_052_multicore_res.json
case_052,2,3,48446,180301,3.7217,self,3,results/final_plans_mono/p2/n3/case_052_multicore_res.json
case_052,2,4,37183,180301,4.849,self,4,results/final_plans_mono/p2/n4/case_052_multicore_res.json
case_052,2,5,30397,180301,5.9315,self,5,results/final_plans_mono/p2/n5/case_052_multicore_res.json
case_052,3,1,180301,180301,1.0,self,1,results/final_plans_mono/p3/n1/case_052_multicore_res.json
case_052,3,2,71775,180301,2.512,self,2,results/final_plans_mono/p3/n2/case_052_multicore_res.json
case_052,3,3,48446,180301,3.7217,self,3,results/final_plans_mono/p3/n3/case_052_multicore_res.json
case_052,3,4,37215,180301,4.8448,self,4,results/final_plans_mono/p3/n4/case_052_multicore_res.json
case_052,3,5,30477,180301,5.916,self,5,results/final_plans_mono/p3/n5/case_052_multicore_res.json
case_053,1,1,1472686,1472686,1.0,self,1,results/final_plans_mono/p1/n1/case_053_multicore_res.json
case_053,1,2,762634,1472686,1.9311,self,2,results/final_plans_mono/p1/n2/case_053_multicore_res.json
case_053,1,3,669050,1472686,2.2012,self,3,results/final_plans_mono/p1/n3/case_053_multicore_res.json
case_053,1,4,669050,1472686,2.2012,embed_from_3,3,results/final_plans_mono/p1/n4/case_053_multicore_res.json
case_053,1,5,494868,1472686,2.9759,self,5,results/final_plans_mono/p1/n5/case_053_multicore_res.json
case_053,2,1,1472686,1472686,1.0,self,1,results/final_plans_mono/p2/n1/case_053_multicore_res.json
case_053,2,2,703950,1472686,2.092,self,2,results/final_plans_mono/p2/n2/case_053_multicore_res.json
case_053,2,3,553159,1472686,2.6623,self,3,results/final_plans_mono/p2/n3/case_053_multicore_res.json
case_053,2,4,448335,1472686,3.2848,self,4,results/final_plans_mono/p2/n4/case_053_multicore_res.json
case_053,2,5,421015,1472686,3.4979,self,5,results/final_plans_mono/p2/n5/case_053_multicore_res.json
case_053,3,1,1428109,1472686,1.0312,self,1,results/final_plans_mono/p3/n1/case_053_multicore_res.json
case_053,3,2,703878,1472686,2.0922,self,2,results/final_plans_mono/p3/n2/case_053_multicore_res.json
case_053,3,3,553159,1472686,2.6623,self,3,results/final_plans_mono/p3/n3/case_053_multicore_res.json
case_053,3,4,424896,1472686,3.466,self,4,results/final_plans_mono/p3/n4/case_053_multicore_res.json
case_053,3,5,365951,1472686,4.0243,self,5,results/final_plans_mono/p3/n5/case_053_multicore_res.json
case_054,1,1,815051,815051,1.0,self,1,results/final_plans_mono/p1/n1/case_054_multicore_res.json
case_054,1,2,654946,815051,1.2445,self,2,results/final_plans_mono/p1/n2/case_054_multicore_res.json
case_054,1,3,364389,815051,2.2368,self,3,results/final_plans_mono/p1/n3/case_054_multicore_res.json
case_054,1,4,275253,815051,2.9611,self,4,results/final_plans_mono/p1/n4/case_054_multicore_res.json
case_054,1,5,275253,815051,2.9611,embed_from_4,4,results/final_plans_mono/p1/n5/case_054_multicore_res.json
case_054,2,1,815051,815051,1.0,self,1,results/final_plans_mono/p2/n1/case_054_multicore_res.json
case_054,2,2,411504,815051,1.9807,self,2,results/final_plans_mono/p2/n2/case_054_multicore_res.json
case_054,2,3,342634,815051,2.3788,self,3,results/final_plans_mono/p2/n3/case_054_multicore_res.json
case_054,2,4,245854,815051,3.3152,self,4,results/final_plans_mono/p2/n4/case_054_multicore_res.json
case_054,2,5,245854,815051,3.3152,embed_from_4,4,results/final_plans_mono/p2/n5/case_054_multicore_res.json
case_054,3,1,815051,815051,1.0,self,1,results/final_plans_mono/p3/n1/case_054_multicore_res.json
case_054,3,2,411477,815051,1.9808,self,2,results/final_plans_mono/p3/n2/case_054_multicore_res.json
case_054,3,3,342219,815051,2.3817,self,3,results/final_plans_mono/p3/n3/case_054_multicore_res.json
case_054,3,4,243498,815051,3.3473,self,4,results/final_plans_mono/p3/n4/case_054_multicore_res.json
case_054,3,5,243498,815051,3.3473,embed_from_4,4,results/final_plans_mono/p3/n5/case_054_multicore_res.json
